##########################################################################################################################################################################################################################
Database Name: EPFL_LISP_BXD_Liver_Polar_Metabolites_CD_Jun14_Log2_**
GeneNetwork Accession Number: GN714
For more information regarding this data set please visit: http://www.genenetwork.org/webqtl/main.py?FormID=sharinginfo&GN_AccessionId=714

Z-Score.
In general, the array data that we enter in GeneNetwork have been log transformed and then z-score normalized, but instead of leaving the mean at 0 and the standard deviation of 1 unit,
the data is rescaled to a mean of 8 units with a standard deviation of 2 units (what we call 2Z + 8 normalized data).

Usage Conditions and Limitations:
Data sets that have been incorporated in the GeneNetwork belong to individuals, groups, and companies listed in the Status and Contacts page. 
Many data sets are still being generated and analyzed, and the data contributors have often agreed to remove protection and let other investigators view, share, and analyze data. 
We request that those of you analyzing these data and preparing publications do your best of acknowledge the original data sources. 
Please contact Robert W. Williams at rwilliams@uthsc.edu or by telephone at (901) 448-7050 if you have questions regarding the status of data and what group to acknowledge. 
If your work relies heavily on the GeneNetwork please consider acknowledging the grants that provide substantial support for this project (see bottom of all web pages). 
Please review the annotated References for relevant citations. For further details on use and citation of data in papers please read the section below on Academic, educational, and not-for-profit institutional use.

The Standard Disclaimers of Warranties.
The University of Tennessee (UT), its trustees, directors, officers, employees, and affiliates make no representation and extend no warranties of any kind,
either express or implied, including warranties of correctness, accuracy, fitness for a particular purpose, merchantability, validity of patent rights claims (issued or pending),
the absence of latent or other defects, whether or not discoverable. In no event shall UT or its trustees, directors, officers, employees, or affiliates be liable for incidental or consequential damages of any kind,
including economic damage or injury to property and lost profits, regardless of whether UT, its trustees, directors, officers, employees, and affiliates shall be advised, shall have other reason to know,
or in fact shall know of the possibility of the foregoing.

Disclaimer.
The data providers make no guarantees or warranties as to the accuracy or completeness of or results to be obtained from accessing and using information from The GeneNetwork.
We will not be liable to any user or anyone else for any inaccuracy, error or omission, regardless of cause, in the data contained in The GeneNetwork databases or any resulting damages.
In addition, the data providers do not warrant that the databases will meet your requirements, be uninterrupted, or error-free.
Data providers expressly exclude and disclaim all expressed and implied warranties of merchantability and fitness for a particular purpose.
Data providers shall not be responsible for any damage or loss of any kind arising out of or related to your use of the databases,including without limitation data loss or corruption, regardless of whether such liability is based in tort, contract, or otherwise.

##########################################################################################################################################################################################################################

ProbeSet	Gene Symbol	Chr	Mb	Gene Id	Strand Gene	Blat Mb Start	Blat Mb End	Description	Aliases	Blat Sequence	UniGeneId	OMIM	HomoloGeneID	C57BL/6J	DBA/2J	BXD68	BXD43	BXD44	BXD45	BXD48	BXD49	BXD50	BXD51	BXD55	BXD56	BXD60	BXD61	BXD62	BXD63	BXD64	BXD65	BXD66	BXD69	BXD70	BXD71	BXD73	BXD75	BXD79	BXD73a	BXD81	BXD83	BXD84	BXD85	BXD87	BXD89	BXD90	BXD65b	BXD48a	BXD98	BXD95	BXD99	BXD100	BXD101	BXD103	
876.5126626_MZ	Phosphatidylserine (20:3(8Z_11Z_14Z)/22:6(4Z_7Z_10Z_13Z_16Z_19Z))	Un	1.0	None	None	None	None		C48H76NO10P		None	None	None	15.15	15.378	15.335	15.82	15.588	15.418	15.448	15.406	15.598	15.35	15.749	15.924	14.425	15.691	15.214	15.703	15.054	14.732	15.11	14.973	15.329	15.505	15.495	15.095	15.474	15.353	15.601	15.552	15.712	15.553	15.267	15.744	15.152	14.519	14.966	15.832	15.132	15.257	15.276	15.155	15.365	
876.6809526_MZ	Phosphatidylcholine with formula C52H96NO7P	Un	1.0	None	None	None	None		C52H96NO7P		None	None	None	11.444	11.966	11.087	11.29	11.087	11.94	11.566	11.411	11.506	11.212	11.549	11.913	11.108	11.513	11.076	11.836	11.485	11.957	11.19	11.977	11.083	11.089	11.191	11.413	11.632	10.737	11.476	10.854	11.525	10.948	11.666	11.796	11.78	11.011	10.68	11.708	11.861	10.106	10.991	11.434	11.452	
877.7243284_MZ	Tricaprylic glyceride with formula C57H98O6	Un	1.0	None	None	None	None	TG(16:0/16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso3] is a dipalmitic acid triglyceride. Triglycerides (TGs) are also known as triacylglycerols or triacylglycerides, meaning that they are glycerides in which the glycerol is esterified with three fatty acid groups (i.e. fatty acid tri-esters of glycerol). TGs may be divided into three general types with respect to their acyl substituents. They are simple or monoacid if they contain only one type of fatty acid, diacid if they contain two types of fatty acids and triacid if three different acyl groups. Chain lengths of the fatty acids in naturally occurring triglycerides can be of varying lengths and saturations but 16, 18 and 20 carbons are the most common. TG(16:0/16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso3], in particular, consists of one chain of palmitic acid at the C-1 position, one chain of palmitic acid at the C-2 position and one chain of docosahexaenoic acid at the C-3 position. TGs are the main constituent of vegetable oil and animal fats. TGs are major components of very low density lipoprotein (VLDL) and chylomicrons, play an important role in metabolism as energy sources and transporters of dietary fat. They contain more than twice the energy (9 kcal/g) of carbohydrates and proteins. In the intestine, triglycerides are split into glycerol and fatty acids (this process is called lipolysis) with the help of lipases and bile secretions, which can then move into blood vessels. The triglycerides are rebuilt in the blood from their fragments and become constituents of lipoproteins, which deliver the fatty acids to and from fat cells among other functions. Various tissues can release the free fatty acids and take them up as a source of energy. Fat cells can synthesize and store triglycerides. When the body requires fatty acids as an energy source, the hormone glucagon signals the breakdown of the triglycerides by hormone-sensitive lipase to release free fatty acids. As the brain cannot utilize fatty acids as an energy source, the glycerol component of triglycerides can be converted into glucose for brain fuel when it is broken down. (www.cyberlipid.org, www.wikipedia.org)TAGs can serve as fatty acid stores in all cells, but primarily in adipocytes of adipose tissue. The major building block for the synthesis of triacylglycerides, in non-adipose tissue, is glycerol. Adipocytes lack glycerol kinase and so must use another route to TAG synthesis. Specifically, dihydroxyacetone phosphate (DHAP), which is produced during glycolysis, is the precursor for TAG synthesis in adipose tissue. DHAP can also serve as a TAG precursor in non-adipose tissues, but does so to a much lesser extent than glycerol. The use of DHAP for the TAG backbone depends on whether the synthesis of the TAGs occurs in the mitochondria and ER or the ER and the peroxisomes. The ER/mitochondria pathway requires the action of glycerol-3-phosphate dehydrogenase to convert DHAP to glycerol-3-phosphate. Glycerol-3-phosphate acyltransferase then esterifies a fatty acid to glycerol-3-phosphate thereby generating lysophosphatidic acid. The ER/peroxisome reaction pathway uses the peroxisomal enzyme DHAP acyltransferase to acylate DHAP to acyl-DHAP which is then reduced by acyl-DHAP reductase. The fatty acids that are incorporated into TAGs are activated to acyl-CoAs through the action of acyl-CoA synthetases. Two molecules of acyl-CoA are esterified to glycerol-3-phosphate to yield 1,2-diacylglycerol phosphate (also known as phosphatidic acid). The phosphate is then removed by phosphatidic acid phosphatase (PAP1), to generate 1,2-diacylglycerol. This diacylglycerol serves as the substrate for addition of the third fatty acid to make TAG. Intestinal monoacylglycerols, derived from dietary fats, can also serve as substrates for the synthesis of 1,2-diacylglycerols.	C57H98O6		None	None	None	9.181	10.168	7.422	11.575	10.496	9.759	10.823	10.567	10.062	10.081	9.895	9.705	7.922	9.32	9.481	9.992	11.664	8.939	9.585	9.945	9.04	7.817	10.055	9.393	9.74	9.04	7.805	9.799	9.145	7.305	10.374	10.821	10.998	10.538	9.149	9.609	10.299	6.761	9.281	9.471	9.231	
878.2130436_MZ	2-Methylhexanoyl-CoA	Un	1.0	None	None	None	None	2-Methylhexanoyl-CoA is a coenzyme, notable for its role in the synthesis and oxidation of fatty acids, and the oxidation of pyruvate in the citric acid cycle. It is adapted from cysteamine, pantothenate, and adenosine triphosphate. This compound is formed by 2-Methylhexanoic acid reacting with thiol group of CoA molecules.	C28H48N7O17P3S		None	None	None	8.334	8.167	8.986	7.85	7.796	7.295	6.366	6.409	7.482	8.401	8.459	11.496	8.949	7.721	7.926	7.913	6.76	8.504	8.034	7.083	8.118	7.937	7.973	7.302	8.178	8.604	8.866	8.587	8.351	9.379	6.811	3.343	8.324	7.62	8.397	7.182	8.526	8.333	8.031	8.963	
878.4837887_MZ	Phosphatidylserine with formula C50H74NO10P	Un	1.0	None	None	None	None	PS(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)) is a phosphatidylserine (PS or GPSer). It is a glycerophospholipid in which a phosphorylserine moiety occupies a glycerol substitution site. As is the case with diacylglycerols, glycerophosphoserines can have many different combinations of fatty acids of varying lengths and saturation attached at the C-1 and C-2 positions. Fatty acids containing 16, 18 and 20 carbons are the most common. PS(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)), in particular, consists of one chain of docosahexaenoic acid at the C-1 position and one chain of docosahexaenoic acid at the C-2 position. The docosahexaenoic acid moiety is derived from fish oils, while the docosahexaenoic acid moiety is derived from fish oils. Phosphatidylserine or 1,2-diacyl-sn-glycero-3-phospho-L-serine is distributed widely among animals, plants and microorganisms. It is usually less than 10% of the total phospholipids, the greatest concentration being in myelin from brain tissue. However, it may comprise 10 to 20 mol% of the total phospholipid in the plasma membrane and endoplasmic reticulum of the cell. Phosphatidylserine is an acidic (anionic) phospholipid with three ionizable groups, i.e. the phosphate moiety, the amino group and the carboxyl function. As with other acidic lipids, it exists in nature in salt form, but it has a high propensity to chelate to calcium via the charged oxygen atoms of both the carboxyl and phosphate moieties, modifying the conformation of the polar head group. This interaction may be of considerable relevance to the biological function of phosphatidylserine, especially during bone formation for example. As phosphatidylserine is located entirely on the inner monolayer surface of the plasma membrane (and of other cellular membranes) and it is the most abundant anionic phospholipids. Therefore phosphatidylseriine may make the largest contribution to interfacial effects in membranes involving non-specific electrostatic interactions. This normal distribution is disturbed during platelet activation and cellular apoptosis. In human plasma, 1-stearoyl-2-oleoyl and 1-stearoyl-2-arachidonoyl species predominate, but in brain (especially grey matter), retina and many other tissues 1-stearoyl-2-docosahexaenoyl species are very abundant. Indeed, the ratio of n-3 to n-6 fatty acids in brain phosphatidylserine is very much higher than in most other lipids. While most phospholipids have a saturated fatty acid on C-1 and an unsaturated fatty acid on C-2 of the glycerol backbone, the fatty acid distribution at the C-1 and C-2 positions of glycerol within phospholipids is continually in flux, owing to phospholipid degradation and the continuous phospholipid remodeling that occurs while these molecules are in membranes. Phosphatidylserines typically carry a net charge of -1 at physiological pH. They mostly have palmitic or stearic acid on carbon 1 and a long chain unsaturated fatty acid (e.g. 18:2, 20:4 and 22:6) on carbon 2. PS biosynthesis involves an exchange reaction of serine for ethanolamine in PE.	C50H74NO10P		None	None	None	13.265	13.593	13.519	13.925	14.125	13.872	13.621	13.307	13.793	13.526	13.759	14.308	12.722	13.923	13.607	14.086	12.884	12.118	13.369	13.817	13.673	13.758	13.633	13.677	14.016	13.68	13.789	13.91	13.852	13.702	13.354	13.802	13.551	12.451	13.016	14.057	13.38	13.628	13.537	13.319	14.305	
878.7104477_MZ	Phosphatidylcholine (o-22:1(13Z)/22:3(10Z_13Z_16Z))	Un	1.0	None	None	None	None	PC(o-22:1(13Z)/22:3(10Z,13Z,16Z)) is a phosphatidylcholine (PC or GPCho). It is a glycerophospholipid in which a phosphorylcholine moiety occupies a glycerol substitution site. As is the case with diacylglycerols, glycerophosphocholines can have many different combinations of fatty acids of varying lengths and saturation attached at the C-1 and C-2 positions. Fatty acids containing 16, 18 and 20 carbons are the most common. PC(o-22:1(13Z)/22:3(10Z,13Z,16Z)), in particular, consists of one chain of Erucyl alcohol at the C-1 position and one chain of (10Z,13Z,16Z-docosatrienoyl) at the C-2 position. The Erucyl alcohol moiety is derived from Rapeseed oil, while the (10Z,13Z,16Z-docosatrienoyl) moiety is derived from fish oils. Phospholipids, are ubiquitous in nature and are key components of the lipid bilayer of cells, as well as being involved in metabolism and signaling. While most phospholipids have a saturated fatty acid on C-1 and an unsaturated fatty acid on C-2 of the glycerol backbone, the fatty acid distribution at the C-1 and C-2 positions of glycerol within phospholipids is continually in flux, owing to phospholipid degradation and the continuous phospholipid remodeling that occurs while these molecules are in membranes. PCs can be synthesized via three different routes. In one route, choline is activated first by phosphorylation and then by coupling to CDP prior to attachment to phosphatidic acid. PCs can also synthesized by the addition of choline to CDP-activated 1,2-diacylglycerol. A third route to PC synthesis involves the conversion of either PS or PE to PC.	C52H98NO7P		None	None	None	7.274	8.261	6.089	9.952	8.994	8.613	8.883	8.498	7.93	8.403	7.873	9.007	8.269	8.338	8.996	9.278	7.67	7.751	8.218	7.88	8.588	6.629	6.971	8.219	8.635	8.293	7.899	5.692	9.182	9.015	11.412	12.561	7.1	8.144	8.863	7.97	7.024	8.501	8.122	
879.7416331_MZ	Tricaprylic glyceride (16:0/18:1(9Z)/20:4(5Z_8Z_11Z_14Z))[iso6]	Un	1.0	None	None	None	None	TG(16:0/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso6] is a monoarachidonic acid triglyceride. Triglycerides (TGs) are also known as triacylglycerols or triacylglycerides, meaning that they are glycerides in which the glycerol is esterified with three fatty acid groups (i.e. fatty acid tri-esters of glycerol). TGs may be divided into three general types with respect to their acyl substituents. They are simple or monoacid if they contain only one type of fatty acid, diacid if they contain two types of fatty acids and triacid if three different acyl groups. Chain lengths of the fatty acids in naturally occurring triglycerides can be of varying lengths and saturations but 16, 18 and 20 carbons are the most common. TG(16:0/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso6], in particular, consists of one chain of palmitic acid at the C-1 position, one chain of oleic acid at the C-2 position and one chain of arachidonic acid at the C-3 position. TGs are the main constituent of vegetable oil and animal fats. TGs are major components of very low density lipoprotein (VLDL) and chylomicrons, play an important role in metabolism as energy sources and transporters of dietary fat. They contain more than twice the energy (9 kcal/g) of carbohydrates and proteins. In the intestine, triglycerides are split into glycerol and fatty acids (this process is called lipolysis) with the help of lipases and bile secretions, which can then move into blood vessels. The triglycerides are rebuilt in the blood from their fragments and become constituents of lipoproteins, which deliver the fatty acids to and from fat cells among other functions. Various tissues can release the free fatty acids and take them up as a source of energy. Fat cells can synthesize and store triglycerides. When the body requires fatty acids as an energy source, the hormone glucagon signals the breakdown of the triglycerides by hormone-sensitive lipase to release free fatty acids. As the brain cannot utilize fatty acids as an energy source, the glycerol component of triglycerides can be converted into glucose for brain fuel when it is broken down. (www.cyberlipid.org, www.wikipedia.org)TAGs can serve as fatty acid stores in all cells, but primarily in adipocytes of adipose tissue. The major building block for the synthesis of triacylglycerides, in non-adipose tissue, is glycerol. Adipocytes lack glycerol kinase and so must use another route to TAG synthesis. Specifically, dihydroxyacetone phosphate (DHAP), which is produced during glycolysis, is the precursor for TAG synthesis in adipose tissue. DHAP can also serve as a TAG precursor in non-adipose tissues, but does so to a much lesser extent than glycerol. The use of DHAP for the TAG backbone depends on whether the synthesis of the TAGs occurs in the mitochondria and ER or the ER and the peroxisomes. The ER/mitochondria pathway requires the action of glycerol-3-phosphate dehydrogenase to convert DHAP to glycerol-3-phosphate. Glycerol-3-phosphate acyltransferase then esterifies a fatty acid to glycerol-3-phosphate thereby generating lysophosphatidic acid. The ER/peroxisome reaction pathway uses the peroxisomal enzyme DHAP acyltransferase to acylate DHAP to acyl-DHAP which is then reduced by acyl-DHAP reductase. The fatty acids that are incorporated into TAGs are activated to acyl-CoAs through the action of acyl-CoA synthetases. Two molecules of acyl-CoA are esterified to glycerol-3-phosphate to yield 1,2-diacylglycerol phosphate (also known as phosphatidic acid). The phosphate is then removed by phosphatidic acid phosphatase (PAP1), to generate 1,2-diacylglycerol. This diacylglycerol serves as the substrate for addition of the third fatty acid to make TAG. Intestinal monoacylglycerols, derived from dietary fats, can also serve as substrates for the synthesis of 1,2-diacylglycerols.	C57H100O6		None	None	None	9.1	10.23	6.085	11.695	10.744	9.79	10.996	10.583	9.921	9.898	9.406	9.79	8.872	9.69	9.784	9.884	11.425	8.514	9.79	9.673	9.062	8.282	9.797	9.49	9.978	9.479	9.348	9.358	9.53	8.642	10.283	10.815	10.675	11.047	9.491	9.622	10.279	7.865	9.395	8.984	9.408	
881.7569201_MZ	Tricaprylic glyceride (16:0/18:0/20:4(5Z_8Z_11Z_14Z))[iso6]	Un	1.0	None	None	None	None	TG(16:0/18:0/20:4(5Z,8Z,11Z,14Z))[iso6] is a monoarachidonic acid triglyceride. Triglycerides (TGs) are also known as triacylglycerols or triacylglycerides, meaning that they are glycerides in which the glycerol is esterified with three fatty acid groups (i.e. fatty acid tri-esters of glycerol). TGs may be divided into three general types with respect to their acyl substituents. They are simple or monoacid if they contain only one type of fatty acid, diacid if they contain two types of fatty acids and triacid if three different acyl groups. Chain lengths of the fatty acids in naturally occurring triglycerides can be of varying lengths and saturations but 16, 18 and 20 carbons are the most common. TG(16:0/18:0/20:4(5Z,8Z,11Z,14Z))[iso6], in particular, consists of one chain of palmitic acid at the C-1 position, one chain of stearic acid at the C-2 position and one chain of arachidonic acid at the C-3 position. TGs are the main constituent of vegetable oil and animal fats. TGs are major components of very low density lipoprotein (VLDL) and chylomicrons, play an important role in metabolism as energy sources and transporters of dietary fat. They contain more than twice the energy (9 kcal/g) of carbohydrates and proteins. In the intestine, triglycerides are split into glycerol and fatty acids (this process is called lipolysis) with the help of lipases and bile secretions, which can then move into blood vessels. The triglycerides are rebuilt in the blood from their fragments and become constituents of lipoproteins, which deliver the fatty acids to and from fat cells among other functions. Various tissues can release the free fatty acids and take them up as a source of energy. Fat cells can synthesize and store triglycerides. When the body requires fatty acids as an energy source, the hormone glucagon signals the breakdown of the triglycerides by hormone-sensitive lipase to release free fatty acids. As the brain cannot utilize fatty acids as an energy source, the glycerol component of triglycerides can be converted into glucose for brain fuel when it is broken down. (www.cyberlipid.org, www.wikipedia.org)TAGs can serve as fatty acid stores in all cells, but primarily in adipocytes of adipose tissue. The major building block for the synthesis of triacylglycerides, in non-adipose tissue, is glycerol. Adipocytes lack glycerol kinase and so must use another route to TAG synthesis. Specifically, dihydroxyacetone phosphate (DHAP), which is produced during glycolysis, is the precursor for TAG synthesis in adipose tissue. DHAP can also serve as a TAG precursor in non-adipose tissues, but does so to a much lesser extent than glycerol. The use of DHAP for the TAG backbone depends on whether the synthesis of the TAGs occurs in the mitochondria and ER or the ER and the peroxisomes. The ER/mitochondria pathway requires the action of glycerol-3-phosphate dehydrogenase to convert DHAP to glycerol-3-phosphate. Glycerol-3-phosphate acyltransferase then esterifies a fatty acid to glycerol-3-phosphate thereby generating lysophosphatidic acid. The ER/peroxisome reaction pathway uses the peroxisomal enzyme DHAP acyltransferase to acylate DHAP to acyl-DHAP which is then reduced by acyl-DHAP reductase. The fatty acids that are incorporated into TAGs are activated to acyl-CoAs through the action of acyl-CoA synthetases. Two molecules of acyl-CoA are esterified to glycerol-3-phosphate to yield 1,2-diacylglycerol phosphate (also known as phosphatidic acid). The phosphate is then removed by phosphatidic acid phosphatase (PAP1), to generate 1,2-diacylglycerol. This diacylglycerol serves as the substrate for addition of the third fatty acid to make TAG. Intestinal monoacylglycerols, derived from dietary fats, can also serve as substrates for the synthesis of 1,2-diacylglycerols.	C57H102O6		None	None	None	9.583	10.009	8.01	11.19	10.682	10.024	10.941	10.734	10.046	9.461	9.501	9.973	10.24	9.614	9.771	10.63	11.054	9.421	9.793	10.196	9.7	7.999	9.627	9.216	10.35	9.255	9.3	8.735	9.009	7.657	10.247	11.121	11.026	11.548	9.548	9.927	10.486	8.653	8.992	9.826	9.535	
883.5332733_MZ	Phosphatidylinositol16:0/22:5(4Z_7Z_10Z_13Z_16Z))	Un	1.0	None	None	None	None	PI(16:0/22:5(4Z,7Z,10Z,13Z,16Z)) is a phosphatidylinositol. Phosphatidylinositols are important lipids, both as a key membrane constituent and as a participant in essential metabolic processes, both directly and via a number of metabolites. Phosphatidylinositols are acidic (anionic) phospholipids that consist of a phosphatidic acid backbone, linked via the phosphate group to inositol (hexahydroxycyclohexane). Phosphatidylinositols can have many different combinations of fatty acids of varying lengths and saturation attached at the C-1 and C-2 positions. Fatty acids containing 18 and 20 carbons are the most common. PI(16:0/22:5(4Z,7Z,10Z,13Z,16Z)), in particular, consists of one chain of palmitic acid at the C-1 position and one chain of docosapentaenoic acid at the C-2 position. The palmitic acid moiety is derived from fish oils, milk fats, vegetable oils and animal fats, while the docosapentaenoic acid moiety is derived from animal fats and brain. In most organisms, the stereochemical form of the last is myo-D-inositol (with one axial hydroxyl in position 2 with the remainder equatorial. Phosphatidylinositol is especially abundant in brain tissue, where it can amount to 10% of the phospholipids, but it is present in all tissues and cell types. There is usually less of it than of phosphatidylcholine, phosphatidylethanolamine and phosphatidylserine. In animal tissues, phosphatidylinositol is the primary source of the arachidonic acid required for biosynthesis of eicosanoids, including prostaglandins, via the action of the enzyme phospholipase A2. Phosphatidylinositol can be phosphorylated by a number of different kinases that place the phosphate moiety on positions 4 and 5 of the inositol ring, although position 3 can also be phosphorylated by a specific kinase. Seven different isomers are known, but the most important in both quantitative and biological terms are phosphatidylinositol 4-phosphate and phosphatidylinositol 4,5-bisphosphate. Phosphatidylinositol and the phosphatidylinositol phosphates are the main source of diacylglycerols that serve as signaling molecules, via the action of phospholipase C enzymes.While most phospholipids have a saturated fatty acid on C-1 and an unsaturated fatty acid on C-2 of the glycerol backbone, the fatty acid distribution at the C-1 and C-2 positions of glycerol within phospholipids is continually in flux, owing to phospholipid degradation and the continuous phospholipid remodeling that occurs while these molecules are in membranes. PIs contain almost exclusively stearic acid at carbon 1 and arachidonic acid at carbon 2. PIs composed exclusively of non-phosphorylated inositol exhibit a net charge of -1 at physiological pH. Molecules with phosphorylated inositol (such as PIP, PIP2, PIP3, etc.) are termed polyphosphoinositides. The polyphosphoinositides are important intracellular transducers of signals emanating from the plasma membrane. The synthesis of PI involves CDP-activated 1,2-diacylglycerol condensation with myo-inositol.	C47H81O13P		None	None	None	18.08	17.47	17.04	17.788	18.456	17.664	18.254	18.257	18.239	16.845	18.056	17.767	18.472	18.519	17.163	18.006	18.151	17.816	17.587	17.771	18.201	17.597	18.407	17.766	18.29	17.761	18.671	17.452	17.41	18.117	17.728	18.063	16.897	17.946	17.526	18.058	18.008	17.471	18.504	18.259	17.902	
885.5496472_MZ	Phosphatidylinositol16:0/22:4(10Z_13Z_16Z_19Z))	Un	1.0	None	None	None	None		C47H83O13P		None	None	None	21.772	21.889	20.93	22.01	21.858	21.69	22.3	22.047	21.768	21.216	22.131	21.921	22.559	22.062	21.398	21.929	22.356	22.053	21.811	22.24	21.684	21.276	21.934	21.597	22.093	21.623	21.682	21.023	21.694	21.707	21.735	22.094	21.056	22.36	21.717	22.208	21.692	20.751	21.828	21.896	21.258	
888.6096410_MZ	3-O-Sulfogalactosylceramide (d18:1/24:1(15Z))	Un	1.0	None	None	None	None		C48H91NO11S		None	None	None	14.937	14.946	14.401	14.739	14.652	15.022	15.421	15.086	14.756	14.297	14.981	14.936	15.65	15.241	14.191	14.995	14.737	15.207	14.679	15.871	14.747	14.477	14.923	14.705	15.112	14.539	15.142	13.924	14.593	14.813	14.859	14.978	14.2	15.453	14.618	15.38	15.548	13.969	14.78	15.055	14.437	
888.6403162_MZ	Galabiosylceramide (d18:1/18:0)	Un	1.0	None	None	None	None	Galabiosylceramide is a non-acidic diglycosphingolipids, i.e. a sphingolipid with two or more carbohydrate moieties attached to a ceramide unit. It is a vital component of cellular membranes of most eukaryotic organisms and some bacteria. Its abundance relative to other lipids is usually low other than in epithelial and neuronal cells. Galabiosylceramide has also been found in small amounts in kidney and pancreas, for example. Galabiosylceramide is one of the lipids that accumulates in excessive amounts in Fabry's disease. It is the precursor of the gala series of oligoglycosylceramides.An animal tissues, biosynthesis involves addition of a second monosaccharides unit from the appropriate sugar nucleotide to a monoglycosylceramide, catalysed by a glycosyl transferase, in the lumen of the Golgi apparatus. Glycolipids are important components of the body's immune defense system, either in haptenic reactivity or in antibody-producing potency, i.e. as cellular immunogens or antigens. Certain glycolipids are involved in the antigenicity of blood group determinants, while others bind to specific toxins or bacteria. Some also function as receptors for cellular recognition, and they can be specific for particular tissues or tumours.	C48H91NO13		None	None	None	13.652	13.653	13.098	13.843	13.244	13.619	14.136	13.671	13.511	13.135	13.825	13.865	14.113	13.883	12.822	13.561	13.359	13.714	13.185	14.382	13.827	13.207	13.661	13.287	13.735	13.023	13.742	12.635	13.463	13.561	13.778	13.536	12.987	13.993	13.135	13.992	13.815	12.96	13.421	13.921	13.183	
890.6365087_MZ	3-O-Sulfogalactosylceramide (d18:1/24:0)	Un	1.0	None	None	None	None	3-O-Sulfogalactosylceramide is an acidic, sulfated glycosphingolipid, often known as sulfatide. This lipid occurs in membranes of various cell types, but is found in particularly high concentrations in myelin where it constitutes 3-4% of total membrane lipids. This lipid is synthesized primarily in the oligodendrocytes in the central nervous system. Accumulation of this lipid in the lysosomes is a characteristic of metachromatic leukodystrophy, a lysosomal storage disease caused by the deficiency of arylsulfatase A. Alterations in sulfatide metabolism, trafficking, and homeostasis are present in the earliest clinically recognizable stages of Alzheimer's disease. Cerebrosides are glycosphingolipids. There are four types of glycosphingolipids, the cerebrosides, sulfatides, globosides and gangliosides. Cerebrosides have a single sugar group linked to ceramide. The most common are galactocerebrosides (containing galactose), the least common are glucocerebrosides (containing glucose). Galactocerebrosides are found predominantly in neuronal cell membranes. In contrast glucocerebrosides are not normally found in membranes. Instead, they are typically intermediates in the synthesis or degradation of more complex glycosphingolipids. Galactocerebrosides are synthesized from ceramide and UDP-galactose. Excess lysosomal accumulation of glucocerebrosides is found in Gaucher disease. Sulfatides are glycosphingolipids. There are four types of glycosphingolipids, the cerebrosides, sulfatides, globosides and gangliosides. Sulfatides are the sulfuric acid esters of galactocerebrosides. They are synthesized from galactocerebrosides and activated sulfate, 3'-phosphoadenosine 5'-phosphosulfate (PAPS).	C48H93NO11S		None	None	None	12.629	12.556	12.492	12.867	12.646	12.72	12.815	12.763	12.583	12.506	12.936	12.931	12.949	12.854	12.4	12.841	12.6	12.997	12.371	12.903	12.937	12.447	12.679	12.286	12.845	12.366	12.769	12.153	12.723	12.857	12.928	12.815	12.677	12.887	12.278	12.953	12.879	12.219	12.434	12.613	12.541	
