##########################################################################################################################################################################################################################
Database Name: EPFL_LISP_BXD_Liver_Polar_Metabolites_HFD_Jun14_Log2_**
GeneNetwork Accession Number: GN713
For more information regarding this data set please visit: http://www.genenetwork.org/webqtl/main.py?FormID=sharinginfo&GN_AccessionId=713

Z-Score.
In general, the array data that we enter in GeneNetwork have been log transformed and then z-score normalized, but instead of leaving the mean at 0 and the standard deviation of 1 unit,
the data is rescaled to a mean of 8 units with a standard deviation of 2 units (what we call 2Z + 8 normalized data).

Usage Conditions and Limitations:
Data sets that have been incorporated in the GeneNetwork belong to individuals, groups, and companies listed in the Status and Contacts page. 
Many data sets are still being generated and analyzed, and the data contributors have often agreed to remove protection and let other investigators view, share, and analyze data. 
We request that those of you analyzing these data and preparing publications do your best of acknowledge the original data sources. 
Please contact Robert W. Williams at rwilliams@uthsc.edu or by telephone at (901) 448-7050 if you have questions regarding the status of data and what group to acknowledge. 
If your work relies heavily on the GeneNetwork please consider acknowledging the grants that provide substantial support for this project (see bottom of all web pages). 
Please review the annotated References for relevant citations. For further details on use and citation of data in papers please read the section below on Academic, educational, and not-for-profit institutional use.

The Standard Disclaimers of Warranties.
The University of Tennessee (UT), its trustees, directors, officers, employees, and affiliates make no representation and extend no warranties of any kind,
either express or implied, including warranties of correctness, accuracy, fitness for a particular purpose, merchantability, validity of patent rights claims (issued or pending),
the absence of latent or other defects, whether or not discoverable. In no event shall UT or its trustees, directors, officers, employees, or affiliates be liable for incidental or consequential damages of any kind,
including economic damage or injury to property and lost profits, regardless of whether UT, its trustees, directors, officers, employees, and affiliates shall be advised, shall have other reason to know,
or in fact shall know of the possibility of the foregoing.

Disclaimer.
The data providers make no guarantees or warranties as to the accuracy or completeness of or results to be obtained from accessing and using information from The GeneNetwork.
We will not be liable to any user or anyone else for any inaccuracy, error or omission, regardless of cause, in the data contained in The GeneNetwork databases or any resulting damages.
In addition, the data providers do not warrant that the databases will meet your requirements, be uninterrupted, or error-free.
Data providers expressly exclude and disclaim all expressed and implied warranties of merchantability and fitness for a particular purpose.
Data providers shall not be responsible for any damage or loss of any kind arising out of or related to your use of the databases,including without limitation data loss or corruption, regardless of whether such liability is based in tort, contract, or otherwise.

##########################################################################################################################################################################################################################

ProbeSet	Gene Symbol	Chr	Mb	Gene Id	Strand Gene	Blat Mb Start	Blat Mb End	Description	Aliases	Blat Sequence	UniGeneId	OMIM	HomoloGeneID	C57BL/6J	DBA/2J	BXD68	BXD43	BXD44	BXD45	BXD48	BXD49	BXD50	BXD51	BXD55	BXD56	BXD61	BXD62	BXD63	BXD65	BXD66	BXD69	BXD70	BXD71	BXD73	BXD75	BXD79	BXD73a	BXD81	BXD83	BXD84	BXD85	BXD87	BXD89	BXD90	BXD48a	BXD98	BXD95	BXD99	BXD100	BXD101	BXD103	BXD97	
817.5010375_MZ	Phosphatidylglycerol18:2(9Z_12Z)/22:6(4Z_7Z_10Z_13Z_16Z_19Z))	Un	1.0	None	None	None	None	PG(18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)) is a phosphatidylglycerol or glycerophospholipid (PG or GP). It is a glycerophospholipid in which a phosphoglycerol moiety occupies a glycerol substitution site. As is the case with diacylglycerols, phosphatidylglycerols can have many different combinations of fatty acids of varying lengths and saturation attached at the C-1 and C-2 positions. Fatty acids containing 16, 18 and 20 carbons are the most common. PG(18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)), in particular, consists of one chain of linoleic acid at the C-1 position and one chain of docosahexaenoic acid at the C-2 position. The linoleic acid moiety is derived from seed oils, while the docosahexaenoic acid moiety is derived from fish oils. Phosphatidylglycerol is present at a level of 1-2% in most animal tissues, but it can be the second most abundant phospholipid in lung surfactant at up to 11% of the total. It is well established that the concentration of phosphatidylglycerol increases during fetal development. Phosphatidylglycerol may be present in animal tissues merely as a precursor for diphosphatidylglycerol (cardiolipin). Phosphatidylglycerol is formed from phosphatidic acid by a sequence of enzymatic reactions that proceeds via the intermediate, cytidine diphosphate diacylglycerol (CDP-diacylglycerol). Bioynthesis proceeds by condensation of phosphatidic acid and cytidine triphosphate with elimination of pyrophosphate via the action of phosphatidate cytidyltransferase (or CDP-synthase). CDP-diacylglycerol then reacts with glycerol-3-phosphate via phosphatidylglycerophosphate synthase to form 3-sn-phosphatidyl-1'-sn-glycerol 3'-phosphoric acid, with the release of cytidine monophosphate (CMP). Finally, phosphatidylglycerol is formed by the action of specific phosphatases. While most phospholipids have a saturated fatty acid on C-1 and an unsaturated fatty acid on C-2 of the glycerol backbone, the fatty acid distribution at the C-1 and C-2 positions of glycerol within phospholipids is continually in flux, owing to phospholipid degradation and the continuous phospholipid remodeling that occurs while these molecules are in membranes. PGs have a net charge of -1 at physiological pH and are found in high concentration in mitochondrial membranes and as components of pulmonary surfactant. PG also serves as a precursor for the synthesis of cardiolipin. PG is synthesized from CDP-diacylglycerol and glycerol-3-phosphate.	C46H75O10P		None	None	None	16.969	15.893	16.751	16.933	18.633	15.0	16.601	16.819	17.456	16.54	16.767	17.309	17.107	17.252	15.149	16.928	16.362	17.457	16.153	17.139	16.629	15.959	16.846	16.405	17.844	16.655	17.379	15.597	15.441	17.054	17.479	16.931	16.649	15.769	15.944	16.062	16.511	16.494	16.56	
819.4506310_MZ	Phosphatidylglycerolphosphate (16:0/16:1(9Z))	Un	1.0	None	None	None	None	PGP(16:0/16:1(9Z)) is a phosphatidylglycerolphosphate or glycerophospholipid (PGP or GP). It is a glycerophospholipid in which a phosphoglycerol moiety occupies a glycerol substitution site followed by another phosphate moiety. As is the case with diacylglycerols, phosphatidylglycerols can have many different combinations of fatty acids of varying lengths and saturation attached at the C-1 and C-2 positions. Fatty acids containing 16, 18 and 20 carbons are the most common. PGP(16:0/16:1(9Z)), in particular, consists of one chain of palmitic acid at the C-1 position and one chain of palmitoleic acid at the C-2 position. The palmitic acid moiety is derived from fish oils, milk fats, vegetable oils and animal fats, while the palmitoleic acid moiety is derived from animal fats and vegetable oils. Phosphatidylglycerolphosphate is present at a level of 1-2% in most animal tissues, but it can be the second most abundant phospholipid in lung surfactant at up to 11% of the total. It is well established that the concentration of Phosphatidylglycerolphosphate increases during fetal development. Phosphatidylglycerolphosphate may be present in animal tissues merely as a precursor for diphosphatidylglycerol (cardiolipin). Phosphatidylglycerol is formed from phosphatidic acid by a sequence of enzymatic reactions that proceeds via the intermediate, cytidine diphosphate diacylglycerol (CDP-diacylglycerol). Bioynthesis proceeds by condensation of phosphatidic acid and cytidine triphosphate with elimination of pyrophosphate via the action of phosphatidate cytidyltransferase (or CDP-synthase). CDP-diacylglycerol then reacts with glycerol-3-phosphate via phosphatidylglycerophosphate synthase to form 3-sn-phosphatidyl-1'-sn-glycerol 3'-phosphoric acid, with the release of cytidine monophosphate (CMP). Finally, phosphatidylglycerol is formed by the action of specific phosphatases. While most phospholipids have a saturated fatty acid on C-1 and an unsaturated fatty acid on C-2 of the glycerol backbone, the fatty acid distribution at the C-1 and C-2 positions of glycerol within phospholipids is continually in flux, owing to phospholipid degradation and the continuous phospholipid remodeling that occurs while these molecules are in membranes. PGPs have a net charge of -1 at physiological pH and are found in high concentration in mitochondrial membranes and as components of pulmonary surfactant. PGP also serves as a precursor for the synthesis of cardiolipin. PGP is synthesized from CDP-diacylglycerol and glycerol-3-phosphate.	C38H74O13P2		None	None	None	12.001	12.152	12.295	12.574	13.62	12.678	12.313	11.91	12.682	12.58	13.265	12.492	12.042	12.568	12.207	12.205	11.743	11.752	11.716	12.151	12.598	11.471	12.256	12.325	12.668	12.098	11.983	11.767	12.659	12.029	12.961	11.952	12.203	11.875	12.007	12.089	12.247	12.705	11.877	
819.5174711_MZ	Phosphatidylglycerol18:1(11Z)/22:6(4Z_7Z_10Z_13Z_16Z_19Z))	Un	1.0	None	None	None	None	PG(18:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)) is a phosphatidylglycerol or glycerophospholipid (PG or GP). It is a glycerophospholipid in which a phosphoglycerol moiety occupies a glycerol substitution site. As is the case with diacylglycerols, phosphatidylglycerols can have many different combinations of fatty acids of varying lengths and saturation attached at the C-1 and C-2 positions. Fatty acids containing 16, 18 and 20 carbons are the most common. PG(18:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)), in particular, consists of one chain of vaccenic acid at the C-1 position and one chain of docosahexaenoic acid at the C-2 position. The vaccenic acid moiety is derived from butter fat and animal fat, while the docosahexaenoic acid moiety is derived from fish oils. Phosphatidylglycerol is present at a level of 1-2% in most animal tissues, but it can be the second most abundant phospholipid in lung surfactant at up to 11% of the total. It is well established that the concentration of phosphatidylglycerol increases during fetal development. Phosphatidylglycerol may be present in animal tissues merely as a precursor for diphosphatidylglycerol (cardiolipin). Phosphatidylglycerol is formed from phosphatidic acid by a sequence of enzymatic reactions that proceeds via the intermediate, cytidine diphosphate diacylglycerol (CDP-diacylglycerol). Bioynthesis proceeds by condensation of phosphatidic acid and cytidine triphosphate with elimination of pyrophosphate via the action of phosphatidate cytidyltransferase (or CDP-synthase). CDP-diacylglycerol then reacts with glycerol-3-phosphate via phosphatidylglycerophosphate synthase to form 3-sn-phosphatidyl-1'-sn-glycerol 3'-phosphoric acid, with the release of cytidine monophosphate (CMP). Finally, phosphatidylglycerol is formed by the action of specific phosphatases. While most phospholipids have a saturated fatty acid on C-1 and an unsaturated fatty acid on C-2 of the glycerol backbone, the fatty acid distribution at the C-1 and C-2 positions of glycerol within phospholipids is continually in flux, owing to phospholipid degradation and the continuous phospholipid remodeling that occurs while these molecules are in membranes. PGs have a net charge of -1 at physiological pH and are found in high concentration in mitochondrial membranes and as components of pulmonary surfactant. PG also serves as a precursor for the synthesis of cardiolipin. PG is synthesized from CDP-diacylglycerol and glycerol-3-phosphate.	C46H77O10P		None	None	None	18.411	16.647	17.307	17.592	20.359	16.082	17.471	18.201	17.991	17.388	17.824	17.784	17.831	18.097	16.166	18.215	16.82	18.243	17.055	18.321	17.36	17.35	17.676	16.877	19.136	17.443	18.184	16.869	16.269	17.785	18.439	18.418	18.04	16.552	17.077	17.234	17.476	17.024	17.108	
821.5294152_MZ	Phosphatidylglycerol18:0/22:6(4Z_7Z_10Z_13Z_16Z_19Z))	Un	1.0	None	None	None	None	PG(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)) is a phosphatidylglycerol or glycerophospholipid (PG or GP). It is a glycerophospholipid in which a phosphoglycerol moiety occupies a glycerol substitution site. As is the case with diacylglycerols, phosphatidylglycerols can have many different combinations of fatty acids of varying lengths and saturation attached at the C-1 and C-2 positions. Fatty acids containing 16, 18 and 20 carbons are the most common. PG(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)), in particular, consists of one chain of stearic acid at the C-1 position and one chain of docosahexaenoic acid at the C-2 position. The stearic acid moiety is derived from animal fats, coco butter and sesame oil, while the docosahexaenoic acid moiety is derived from fish oils. Phosphatidylglycerol is present at a level of 1-2% in most animal tissues, but it can be the second most abundant phospholipid in lung surfactant at up to 11% of the total. It is well established that the concentration of phosphatidylglycerol increases during fetal development. Phosphatidylglycerol may be present in animal tissues merely as a precursor for diphosphatidylglycerol (cardiolipin). Phosphatidylglycerol is formed from phosphatidic acid by a sequence of enzymatic reactions that proceeds via the intermediate, cytidine diphosphate diacylglycerol (CDP-diacylglycerol). Bioynthesis proceeds by condensation of phosphatidic acid and cytidine triphosphate with elimination of pyrophosphate via the action of phosphatidate cytidyltransferase (or CDP-synthase). CDP-diacylglycerol then reacts with glycerol-3-phosphate via phosphatidylglycerophosphate synthase to form 3-sn-phosphatidyl-1'-sn-glycerol 3'-phosphoric acid, with the release of cytidine monophosphate (CMP). Finally, phosphatidylglycerol is formed by the action of specific phosphatases. While most phospholipids have a saturated fatty acid on C-1 and an unsaturated fatty acid on C-2 of the glycerol backbone, the fatty acid distribution at the C-1 and C-2 positions of glycerol within phospholipids is continually in flux, owing to phospholipid degradation and the continuous phospholipid remodeling that occurs while these molecules are in membranes. PGs have a net charge of -1 at physiological pH and are found in high concentration in mitochondrial membranes and as components of pulmonary surfactant. PG also serves as a precursor for the synthesis of cardiolipin. PG is synthesized from CDP-diacylglycerol and glycerol-3-phosphate.	C46H79O10P		None	None	None	17.171	15.723	16.34	16.227	18.566	15.622	16.402	17.37	16.453	16.267	16.437	16.49	17.411	16.612	15.391	16.747	15.436	17.03	15.945	16.716	16.373	16.241	16.145	15.709	17.461	16.285	16.759	15.794	15.518	16.298	16.875	17.16	16.995	15.184	15.605	15.973	15.892	16.027	15.666	
824.5212385_MZ	Phosphatidylcholine (18:4(6Z_9Z_12Z_15Z)/22:6(4Z_7Z_10Z_13Z_16Z_19Z))	Un	1.0	None	None	None	None	PC(18:4(6Z,9Z,12Z,15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)) is a phosphatidylcholine (PC or GPCho). It is a glycerophospholipid in which a phosphorylcholine moiety occupies a glycerol substitution site. As is the case with diacylglycerols, glycerophosphocholines can have many different combinations of fatty acids of varying lengths and saturation attached at the C-1 and C-2 positions. Fatty acids containing 16, 18 and 20 carbons are the most common. PC(18:4(6Z,9Z,12Z,15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)), in particular, consists of one chain of stearidonic acid at the C-1 position and one chain of docosahexaenoic acid at the C-2 position. The stearidonic acid moiety is derived from seed oils, while the docosahexaenoic acid moiety is derived from fish oils. Phospholipids, are ubiquitous in nature and are key components of the lipid bilayer of cells, as well as being involved in metabolism and signaling.While most phospholipids have a saturated fatty acid on C-1 and an unsaturated fatty acid on C-2 of the glycerol backbone, the fatty acid distribution at the C-1 and C-2 positions of glycerol within phospholipids is continually in flux, owing to phospholipid degradation and the continuous phospholipid remodeling that occurs while these molecules are in membranes. PCs can be synthesized via three different routes. In one route, choline is activated first by phosphorylation and then by coupling to CDP prior to attachment to phosphatidic acid. PCs can also synthesized by the addition of choline to CDP-activated 1,2-diacylglycerol. A third route to PC synthesis involves the conversion of either PS or PE to PC.	C48H76NO8P		None	None	None	14.139	14.412	14.54	14.806	15.309	14.412	14.634	14.199	14.511	14.61	15.058	14.746	14.112	14.317	14.292	14.206	13.778	14.345	13.929	13.943	14.745	13.719	14.675	14.621	14.988	14.311	14.286	13.715	14.658	14.375	15.64	14.051	14.124	13.723	13.853	13.884	13.928	14.803	13.992	
825.5627615_MZ	Phosphatidylglycerol with formula C46H83O10P	Un	1.0	None	None	None	None		C46H83O10P		None	None	None	18.158	17.846	17.853	17.743	18.13	16.868	18.193	18.433	18.219	17.529	17.941	18.181	16.953	17.17	16.841	18.352	17.265	18.635	17.602	17.307	17.531	17.5	17.868	17.801	17.759	17.097	18.33	17.465	17.617	18.125	17.591	17.767	18.116	17.749	16.881	17.504	17.637	18.19	17.561	
826.5732241_MZ	Phosphatidylcholine (16:0/22:5(4Z_7Z_10Z_13Z_16Z))	Un	1.0	None	None	None	None	PC(16:0/22:5(4Z,7Z,10Z,13Z,16Z)) is a phosphatidylcholine (PC or GPCho). It is a glycerophospholipid in which a phosphorylcholine moiety occupies a glycerol substitution site. As is the case with diacylglycerols, glycerophosphocholines can have many different combinations of fatty acids of varying lengths and saturation attached at the C-1 and C-2 positions. Fatty acids containing 16, 18 and 20 carbons are the most common. PC(16:0/22:5(4Z,7Z,10Z,13Z,16Z)), in particular, consists of one chain of palmitic acid at the C-1 position and one chain of docosapentaenoic acid at the C-2 position. The palmitic acid moiety is derived from fish oils, milk fats, vegetable oils and animal fats, while the docosapentaenoic acid moiety is derived from animal fats and brain. Phospholipids, are ubiquitous in nature and are key components of the lipid bilayer of cells, as well as being involved in metabolism and signaling.While most phospholipids have a saturated fatty acid on C-1 and an unsaturated fatty acid on C-2 of the glycerol backbone, the fatty acid distribution at the C-1 and C-2 positions of glycerol within phospholipids is continually in flux, owing to phospholipid degradation and the continuous phospholipid remodeling that occurs while these molecules are in membranes. PCs can be synthesized via three different routes. In one route, choline is activated first by phosphorylation and then by coupling to CDP prior to attachment to phosphatidic acid. PCs can also synthesized by the addition of choline to CDP-activated 1,2-diacylglycerol. A third route to PC synthesis involves the conversion of either PS or PE to PC.	C46H82NO8P		None	None	None	18.142	17.372	17.699	17.56	18.581	17.112	18.078	18.355	18.082	17.352	17.928	17.946	17.687	17.017	16.605	18.081	17.036	18.16	17.613	17.822	17.819	17.593	17.644	17.822	18.025	17.41	18.038	17.637	17.417	17.679	17.457	17.948	18.079	17.439	17.092	17.837	17.476	18.152	17.266	
828.4997525_MZ	Phosphatidylethanolamine (20:5(5Z_8Z_11Z_14Z_17Z)/22:6(4Z_7Z_10Z_13Z_16Z_19Z))	Un	1.0	None	None	None	None	PE(20:5(5Z,8Z,11Z,14Z,17Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)) is a phosphatidylethanolamine (PE or GPEtn). It is a glycerophospholipid in which a phosphorylethanolamine moiety occupies a glycerol substitution site. As is the case with diacylglycerols, glycerophosphoethanolamines can have many different combinations of fatty acids of varying lengths and saturation attached at the C-1 and C-2 positions. Fatty acids containing 16, 18 and 20 carbons are the most common. PE(20:5(5Z,8Z,11Z,14Z,17Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)), in particular, consists of one chain of eicosapentaenoic acid at the C-1 position and one chain of docosahexaenoic acid at the C-2 position. The eicosapentaenoic acid moiety is derived from fish oils, liver and kidney, while the docosahexaenoic acid moiety is derived from fish oils. Phospholipids, are ubiquitous in nature and are key components of the lipid bilayer of cells, as well as being involved in metabolism and signaling.While most phospholipids have a saturated fatty acid on C-1 and an unsaturated fatty acid on C-2 of the glycerol backbone, the fatty acid distribution at the C-1 and C-2 positions of glycerol within phospholipids is continually in flux, owing to phospholipid degradation and the continuous phospholipid remodeling that occurs while these molecules are in membranes. PEs are neutral zwitterions at physiological pH. They mostly have palmitic or stearic acid on carbon 1 and a long chain unsaturated fatty acid (e.g. 18:2, 20:4 and 22:6) on carbon 2. PE synthesis can occur via two pathways. The first requires that ethanolamine be activated by phosphorylation and then coupled to CDP. The ethanolamine is then transferred from CDP-ethanolamine to phosphatidic acid to yield PE. The second involves the decarboxylation of PS.	C47H72NO8P		None	None	None	13.546	14.294	14.641	14.802	15.666	15.342	14.381	13.616	15.002	15.015	16.064	15.048	14.673	14.817	13.461	13.465	13.529	13.509	13.466	14.58	15.48	12.925	14.436	14.718	14.694	14.557	13.665	13.707	15.174	14.339	14.745	13.725	14.328	13.608	14.036	13.911	14.332	15.244	13.779	
828.5905740_MZ	Phosphatidylcholine (16:0/22:4(7Z_10Z_13Z_16Z))	Un	1.0	None	None	None	None		C46H84NO8P		None	None	None	19.419	18.611	19.212	18.593	19.304	18.422	19.369	19.084	19.125	18.687	19.105	19.078	18.177	18.191	17.747	19.973	18.622	19.484	18.778	18.841	18.839	18.943	18.588	19.121	19.03	18.345	19.731	18.92	18.458	18.939	18.606	18.829	19.169	18.588	18.388	18.888	18.573	19.552	18.796	
830.5612989_MZ	Phosphatidylcholine (18:1(11Z)/22:6(4Z_7Z_10Z_13Z_16Z_19Z))	Un	1.0	None	None	None	None		C48H82NO8P		None	None	None	13.886	13.748	13.914	13.964	14.694	14.104	14.237	14.066	14.239	14.128	14.463	14.3	13.934	14.078	13.533	13.903	13.37	14.141	13.664	13.819	14.326	13.448	13.932	13.914	14.377	13.691	13.995	13.637	14.097	13.914	14.697	13.653	13.89	13.516	13.708	13.772	13.509	14.716	13.414	
830.6845352_MZ	Glucosylceramide (d18:1/24:0)	Un	1.0	None	None	None	None	Glucosylceramide (d18:1/24:0) is a glycosphingolipid (ceramide and oligosaccharide)or oligoglycosylceramide with one or more sialic acids (i.e. n-acetylneuraminic acid) linked on the sugar chain. It is a component the cell plasma membrane which modulates cell signal transduction events. Gangliosides have been found to be highly important in immunology. Ganglioside GL1a carries a net-negative charge at pH 7.0 and is acidic. Gangliosides can amount to 6% of the weight of lipids from brain, but they are found at low levels in all animal tissues.Cerebrosides are glycosphingolipids. There are four types of glycosphingolipids, the cerebrosides, sulfatides, globosides and gangliosides. Cerebrosides have a single sugar group linked to ceramide. The most common are galactocerebrosides (containing galactose), the least common are glucocerebrosides (containing glucose). Galactocerebrosides are found predominantly in neuronal cell membranes. In contrast glucocerebrosides are not normally found in membranes. Instead, they are typically intermediates in the synthesis or degradation of more complex glycosphingolipids. Galactocerebrosides are synthesized from ceramide and UDP-galactose. Excess lysosomal accumulation of glucocerebrosides is found in Gaucher disease.	C48H93NO8, Glucosylceramide		None	None	None	12.513	10.918	11.648	11.308	12.077	11.009	12.157	12.029	11.675	11.513	12.036	11.745	12.512	11.277	11.89	12.447	11.015	11.798	11.182	11.152	11.808	11.821	12.217	11.596	11.498	11.339	11.946	10.916	11.211	11.718	12.659	11.395	11.391	10.463	10.616	11.173	11.102	11.873	11.192	
831.6742982_MZ	Sphingomyelin with formula C47H93N2O6P	Un	1.0	None	None	None	None	Sphingomyelin (d18:1/24:1(15Z)) or SM(d18:1/24:1(15Z)) is a type of sphingolipid found in animal cell membranes, especially in the membranous myelin sheath which surrounds some nerve cell axons. It usually consists of phosphorylcholine and ceramide. In humans, sphingomyelin is the only membrane phospholipid not derived from glycerol. Like all sphingolipids, SPH has a ceramide core (sphingosine bonded to a fatty acid via an amide linkage). In addition it contains one polar head group, which is either phosphocholine or phosphoethanolamine. The plasma membrane of cells is highly enriched in sphingomyelin and is considered largely to be found in the exoplasmic leaflet of the cell membrane. However, there is some evidence that there may also be a sphingomyelin pool in the inner leaflet of the membrane. Moreover, neutral sphingomyelinase-2 - an enzyme that breaks down sphingomyelin into ceramide has been found to localise exclusively to the inner leaflet further suggesting that there may be sphingomyelin present there. Sphingomyelin can accumulate in a rare hereditary disease called Niemann-Pick Disease, types A and B. Niemann-Pick disease is a genetically-inherited disease caused by a deficiency in the enzyme Sphingomyelinase, which causes the accumulation of Sphingomyelin in spleen, liver, lungs, bone marrow, and the brain, causing irreversible neurological damage. SMs play a role in signal transduction. Sphingomyelins are synthesized by the transfer of phosphorylcholine from phosphatidylcholine to a ceramide in a reaction catalyzed by sphingomyelin synthase.	C47H93N2O6P		None	None	None	15.013	14.25	14.918	14.803	15.488	13.799	15.069	15.536	15.452	14.578	15.176	14.971	15.799	14.546	13.194	15.073	14.088	14.929	14.308	14.943	15.15	14.485	14.894	15.054	15.23	14.635	14.808	14.038	14.174	14.65	14.575	14.916	15.168	14.032	13.817	14.488	15.081	15.173	14.221	
832.5127914_MZ	Phosphatidylserine (18:1(9Z)/22:6(4Z_7Z_10Z_13Z_16Z_19Z))	Un	1.0	None	None	None	None	PS(18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)) is a phosphatidylserine (PS or GPSer). It is a glycerophospholipid in which a phosphorylserine moiety occupies a glycerol substitution site. As is the case with diacylglycerols, glycerophosphoserines can have many different combinations of fatty acids of varying lengths and saturation attached at the C-1 and C-2 positions. Fatty acids containing 16, 18 and 20 carbons are the most common. PS(18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)), in particular, consists of one chain of oleic acid at the C-1 position and one chain of docosahexaenoic acid at the C-2 position. The oleic acid moiety is derived from vegetable oils, especially olive and canola oil, while the docosahexaenoic acid moiety is derived from fish oils. Phosphatidylserine or 1,2-diacyl-sn-glycero-3-phospho-L-serine is distributed widely among animals, plants and microorganisms. It is usually less than 10% of the total phospholipids, the greatest concentration being in myelin from brain tissue. However, it may comprise 10 to 20 mol% of the total phospholipid in the plasma membrane and endoplasmic reticulum of the cell. Phosphatidylserine is an acidic (anionic) phospholipid with three ionizable groups, i.e. the phosphate moiety, the amino group and the carboxyl function. As with other acidic lipids, it exists in nature in salt form, but it has a high propensity to chelate to calcium via the charged oxygen atoms of both the carboxyl and phosphate moieties, modifying the conformation of the polar head group. This interaction may be of considerable relevance to the biological function of phosphatidylserine, especially during bone formation for example. As phosphatidylserine is located entirely on the inner monolayer surface of the plasma membrane (and of other cellular membranes) and it is the most abundant anionic phospholipids. Therefore phosphatidylseriine may make the largest contribution to interfacial effects in membranes involving non-specific electrostatic interactions. This normal distribution is disturbed during platelet activation and cellular apoptosis. In human plasma, 1-stearoyl-2-oleoyl and 1-stearoyl-2-arachidonoyl species predominate, but in brain (especially grey matter), retina and many other tissues 1-stearoyl-2-docosahexaenoyl species are very abundant. Indeed, the ratio of n-3 to n-6 fatty acids in brain phosphatidylserine is very much higher than in most other lipids. While most phospholipids have a saturated fatty acid on C-1 and an unsaturated fatty acid on C-2 of the glycerol backbone, the fatty acid distribution at the C-1 and C-2 positions of glycerol within phospholipids is continually in flux, owing to phospholipid degradation and the continuous phospholipid remodeling that occurs while these molecules are in membranes. Phosphatidylserines typically carry a net charge of -1 at physiological pH. They mostly have palmitic or stearic acid on carbon 1 and a long chain unsaturated fatty acid (e.g. 18:2, 20:4 and 22:6) on carbon 2. PS biosynthesis involves an exchange reaction of serine for ethanolamine in PE.	C46H76NO10P		None	None	None	15.619	15.767	15.883	16.25	16.311	15.474	16.128	16.187	15.799	16.029	16.118	15.983	15.831	15.535	15.103	16.22	15.409	16.072	15.368	15.382	15.824	15.684	15.81	15.747	15.898	15.705	16.087	15.122	15.633	15.762	16.513	15.899	15.511	15.281	14.834	15.388	15.43	15.818	15.55	
